WKT,name,description,Games/TV Series/Books/Films,Season,Address,Type,Official Website
"POINT (-73.9647753 40.6995634)",Vault 33,This is where they filmed the interior shots and exterior shots of Vault 33. It was built on the backlot of Steiner Studios in Brooklyn, Long Island, NY.,Fallout (TV Series) (Amazon Prime Original Series),Season 1,40.69956, -73.96477,Vault; TV Set,https://www.amazon.com/gp/video/detail/B0CN4J59BF
